cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2023-30617,,0.24,6.5,MEDIUM,0,0,0,0,0,0,kruise provides automated management large scale applications kubernetes starting versions attacker who has gained root privilege node kruise daemon run can leverage kruise daemon pod list all secrets entire cluster after attacker can leverage captured secrets kruise manager service account token gain extra privileges such pod modification versions fix issue workaround available users do not require imagepulljob functions they can modify kruise daemon role drop cluster level secret get list privilege,30.0
CVE-2023-31001,,0.24,6.5,MEDIUM,0,0,0,0,0,0,ibm security access manager container ibm security verify access appliance through ibm security verify access docker temporarily stores sensitive information files could accessed local user ibm force id,30.0
CVE-2023-31003,,0.24,6.5,MEDIUM,0,0,0,0,0,0,ibm security access manager container ibm security verify access appliance through ibm security verify access docker could allow local user obtain root access due improper access controls ibm force id,30.0
CVE-2023-31024,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 bmc contains vulnerability host kvm daemon where unauthenticated attacker may cause stack memory corruption sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,30.0
CVE-2023-31025,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 bmc contains vulnerability where attacker may cause ldap user injection successful exploit vulnerability may lead information disclosure,30.0
CVE-2023-31029,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 baseboard management controller bmc contains vulnerability host kvm daemon where unauthenticated attacker may cause stack overflow sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,30.0
CVE-2023-31030,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 bmc contains vulnerability host kvm daemon where unauthenticated attacker may cause stack overflow sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,30.0
CVE-2023-31031,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 sbios contains vulnerability where user may cause heap based buffer overflow local access successful exploit vulnerability may lead code execution denial service information disclosure data tampering,30.0
CVE-2023-31032,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 sbios contains vulnerability where user may cause dynamic variable evaluation local access successful exploit vulnerability may lead denial service,30.0
CVE-2023-31033,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 bmc contains vulnerability where user may cause missing authentication issue critical function adjacent network successful exploit vulnerability may lead escalation privileges code execution denial service information disclosure data tampering,30.0
CVE-2023-31034,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 sbios contains vulnerability where local attacker can cause input validation checks bypassed causing integer overflow successful exploit vulnerability may lead denial service information disclosure data tampering,30.0
CVE-2023-31035,,0.24,6.5,MEDIUM,0,0,0,0,0,0,nvidia dgx a100 sbios contains vulnerability where attacker may cause smi callout vulnerability could used execute arbitrary code smm level successful exploit vulnerability may lead code execution denial service escalation privileges information disclosure,30.0
CVE-2023-31036,,0.24,6.5,MEDIUM,0,0,1,1,0,2,nvidia triton inference server linux windows contains vulnerability where when launched non default command line option model control explicit attacker may use model load api cause relative path traversal successful exploit vulnerability may lead code execution denial service escalation privileges information disclosure data tampering,30.0
CVE-2023-31211,,0.24,6.5,MEDIUM,0,0,0,0,0,0,insufficient authentication flow checkmk before 0p18 0p38 0p39 allows attacker use locked credentials,30.0
CVE-2023-31446,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cassia gateway firmware xc1000 xc2000 queueurl parameter bypass config not sanitized leads injecting bash code executing root privileges device startup,30.0
CVE-2023-31488,,0.24,6.5,MEDIUM,0,0,0,0,0,0,hyland perceptive filters releases before used cisco ironport email security appliance software cisco secure email gateway various non cisco products allow attackers trigger segmentation fault execute arbitrary code via crafted document,30.0
CVE-2023-32366,,0.24,6.5,MEDIUM,0,0,0,0,0,0,out bounds write issue addressed improved input validation issue fixed macos big sur macos ventura ios ipados ios ipados macos monterey processing font file may lead arbitrary code execution,30.0
CVE-2023-32378,,0.24,6.5,MEDIUM,0,0,0,0,0,0,use after free issue addressed improved memory management issue fixed macos ventura macos big sur macos monterey app may able execute arbitrary code kernel privileges,30.0
CVE-2023-32383,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue addressed forcing hardened runtime affected binaries system level issue fixed macos monterey macos big sur macos ventura app may able inject code into sensitive binaries bundled xcode,30.0
CVE-2023-32401,,0.24,6.5,MEDIUM,0,0,0,0,0,0,buffer overflow addressed improved bounds checking issue fixed macos monterey macos big sur macos ventura parsing office document may lead unexpected app termination arbitrary code execution,30.0
CVE-2023-32424,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue addressed improved memory handling issue fixed ios ipados watchos attacker has already achieved kernel code execution may able bypass kernel memory mitigations,30.0
CVE-2023-32436,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue addressed improved bounds checks issue fixed macos ventura app may able cause unexpected system termination write kernel memory,30.0
CVE-2023-32650,,0.24,6.5,MEDIUM,0,0,0,0,0,0,integer overflow vulnerability exists fst bl geom parsing maxhandle functionality gtkwave when compiled bit binary specially crafted fst file can lead memory corruption victim would need open malicious file trigger vulnerability,30.0
CVE-2023-32831,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wlan driver there possible pin crack due use insufficiently random values could lead local information disclosure no execution privileges needed user interaction not needed exploitation patch id wcncr00325055 issue id msv,30.0
CVE-2023-32872,,0.24,6.5,MEDIUM,0,0,0,0,1,1,keyinstall there possible out bounds write due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps08308607 issue id alps08308607,30.0
CVE-2023-32874,,0.24,6.5,MEDIUM,0,0,0,0,0,0,modem ims stack there possible out bounds write due missing bounds check could lead remote code execution no additional execution privileges needed user interaction not needed exploitation patch id moly01161803 issue id moly01161803 msv,30.0
CVE-2023-32875,,0.24,6.5,MEDIUM,0,0,0,0,1,1,keyinstall there possible information disclosure due missing bounds check could lead local information disclosure system execution privileges needed user interaction not needed exploitation patch id alps08308607 issue id alps08304217,30.0
CVE-2023-32876,,0.24,6.5,MEDIUM,0,0,0,0,1,1,keyinstall there possible information disclosure due missing bounds check could lead local information disclosure system execution privileges needed user interaction not needed exploitation patch id alps08308612 issue id alps08308612,30.0
CVE-2023-32877,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible out bounds write due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08308070,30.0
CVE-2023-32878,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible information disclosure due missing bounds check could lead local information disclosure system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08307992,30.0
CVE-2023-32879,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible out bounds write due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08308064,30.0
CVE-2023-32880,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible information disclosure due missing bounds check could lead local information disclosure system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08308076,30.0
CVE-2023-32881,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible information disclosure due integer overflow could lead local information disclosure system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08308080,30.0
CVE-2023-32882,,0.24,6.5,MEDIUM,0,0,0,0,1,1,battery there possible memory corruption due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps08308070 issue id alps08308616,30.0
CVE-2023-32883,,0.24,6.5,MEDIUM,0,0,0,0,1,1,engineer mode there possible out bounds write due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps08282249 issue id alps08282249,30.0
CVE-2023-32884,,0.24,6.5,MEDIUM,0,0,0,0,1,1,netdagent there possible information disclosure due incorrect bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps07944011 issue id alps07944011,30.0
CVE-2023-32885,,0.24,6.5,MEDIUM,0,0,0,0,1,1,display drm there possible memory corruption due missing bounds check could lead local escalation privilege system execution privileges needed user interaction not needed exploitation patch id alps07780685 issue id alps07780685,30.0
CVE-2023-32886,,0.24,6.5,MEDIUM,0,0,0,0,0,0,modem ims sms ua there possible out bounds write due missing bounds check could lead remote denial service no additional execution privileges needed user interaction not needed exploitation patch id moly00730807 issue id moly00730807,30.0
CVE-2023-32887,,0.24,6.5,MEDIUM,0,0,0,0,0,0,modem ims stack there possible system crash due missing bounds check could lead remote denial service no additional execution privileges needed user interaction not needed exploitation patch id moly01161837 issue id moly01161837 msv,30.0
CVE-2023-32888,,0.24,6.5,MEDIUM,0,0,0,0,0,0,modem ims call ua there possible out bounds write due missing bounds check could lead remote denial service no additional execution privileges needed user interaction not needed exploitation patch id moly01161830 issue id moly01161830 msv,30.0
CVE-2023-32889,,0.24,6.5,MEDIUM,0,0,0,0,1,1,modem ims call ua there possible out bounds write due missing bounds check could lead remote denial service no additional execution privileges needed user interaction not needed exploitation patch id moly01161825 issue id moly01161825 msv,30.0
CVE-2023-32890,,0.24,6.5,MEDIUM,0,0,0,0,0,0,modem emm there possible system crash due improper input validation could lead remote denial service no additional execution privileges needed user interaction not needed exploitation patch id moly01183647 issue id moly01183647 msv,30.0
